CIF_NO,CNT,REFERENCE_NO,TX_DT,MCHT_CATEGORY,MCHT_NO,MCHT_ENG_NAME,MCHT_CHI_NAME,BIN_TYPE,MCHT_COUNTRY,COUNTRY,CITY,TXN_TYP,DEST_AMT,Mcc_Desc,MCC_Group_Cd,MCC_Group,CUSTOMER_SINCE,CHNL,CHNL_DESC,MCHT_CHI_NAME_CHANGE,MCHT_CHI_NAME_CHANGE_V1,CUST_TYPE,GENDER,Industry_Typ,FLG_AGE,AGE,TOWN_COUNTRY,COTRY_REMARK,CITY_REMARK
1000000688,1,1700002303,31-Jan-17,5812,5044204349,LALUCCIOLA,,V,國外,ID,DENPASAR,非網路交易,1497,餐廳,3,食,2016/12/19,1.員工開戶,員工開戶,LALUCCIOLA,,STAFF,MALE,金融/證券/保險業,51-55,53.1,台北市中山區,印尼共和國,DENPASAR
1000000688,1,1700002305,30-Jan-17,5499,5044205813,"CIRCLE K,BAL - 0190",,V,國外,ID,DENPASAR,非網路交易,138,速食店菜市場,3,食,2016/12/19,1.員工開戶,員工開戶,"CIRCLE K,BAL - 0190",,STAFF,MALE,金融/證券/保險業,51-55,53.1,台北市中山區,印尼共和國,DENPASAR
1000000688,1,1700002307,30-Jan-17,5812,5000066552,MERAH PUTIH HO,,V,國外,ID,BADUNG,非網路交易,2437,餐廳,3,食,2016/12/19,1.員工開戶,員工開戶,MERAH PUTIH HO,,STAFF,MALE,金融/證券/保險業,51-55,53.1,台北市中山區,印尼共和國,BADUNG
1000000688,1,1700002309,30-Jan-17,5200,5000364840,FERN HO,,V,國外,ID,BADUNG,非網路交易,2246,家居用品,10,家庭支出,2016/12/19,1.員工開戶,員工開戶,FERN HO,,STAFF,MALE,金融/證券/保險業,51-55,53.1,台北市中山區,印尼共和國,BADUNG
1000000393,1,1700002311,31-Jan-17,5734,2.48748E+14,GOOGLE *GungHo,,V,國外,US,g.co/payhelp#,網路交易,1271,電腦用品,11,3C消費,2016/12/19,1.員工開戶,員工開戶,GOOGLE *GungHo,,STAFF,MALE,資訊科技業,31-35,34.3,台北市信義區,美國,g.co/payhelp#
1000000393,1,1700002313,31-Jan-17,5734,2.48748E+14,GOOGLE *GungHo,,V,國外,US,g.co/payhelp#,網路交易,1273,電腦用品,11,3C消費,2016/12/19,1.員工開戶,員工開戶,GOOGLE *GungHo,,STAFF,MALE,資訊科技業,31-35,34.3,台北市信義區,美國,g.co/payhelp#
1000000393,1,1700002315,31-Jan-17,5734,2.48748E+14,GOOGLE *GungHo,,V,國外,US,g.co/payhelp#,網路交易,1271,電腦用品,11,3C消費,2016/12/19,1.員工開戶,員工開戶,GOOGLE *GungHo,,STAFF,MALE,資訊科技業,31-35,34.3,台北市信義區,美國,g.co/payhelp#
1000000393,1,1700002317,31-Jan-17,5734,2.48748E+14,GOOGLE *GungHo,,V,國外,US,g.co/payhelp#,網路交易,1273,電腦用品,11,3C消費,2016/12/19,1.員工開戶,員工開戶,GOOGLE *GungHo,,STAFF,MALE,資訊科技業,31-35,34.3,台北市信義區,美國,g.co/payhelp#
1000001051,1,1700002319,31-Jan-17,6012,3922754,www.neteller.com,,V,國外,GB,Cambridge,網路交易,1673,平台提供金融服務,13,金融服務,2017/1/3,7.自來案件,自來案件,www.neteller.com,,GENERAL,MALE,製造/營造業,31-35,31.2,高雄市苓雅區,英國,Cambridge
1000001092,1,1700002321,31-Jan-17,5621,2.18695E+14,PAYPAL *ASOSCOMLTD,,V,國外,GB,35314369001,網路交易,15565,女裝,4,衣服配件,2017/1/3,7.自來案件,自來案件,PAYPAL *ASOSCOMLTD,,GENERAL,MALE,學生,20-25,21.4,台中市大雅區,英國,35314369001
1000001092,1,1700002323,31-Jan-17,5621,2.18695E+14,PAYPAL *ASOSCOMLTD,,V,國外,GB,35314369001,網路交易,14649,女裝,4,衣服配件,2017/1/3,7.自來案件,自來案件,PAYPAL *ASOSCOMLTD,,GENERAL,MALE,學生,20-25,21.4,台中市大雅區,英國,35314369001
1000001092,1,1700002325,30-Jan-17,4215,1.44532E+14,PAYPAL *MAYBUYS.COM,,V,國外,SG,4029357733,網路交易,3480,貨運,17,其他個人服務,2017/1/3,7.自來案件,自來案件,PAYPAL *MAYBUYS.COM,,GENERAL,MALE,學生,20-25,21.4,台中市大雅區,新加坡,4029357733
1000001092,1,1700002327,31-Jan-17,5621,2.18695E+14,PAYPAL *ASOSCOMLTD,,V,國外,GB,35314369001,網路交易,14649,女裝,4,衣服配件,2017/1/3,7.自來案件,自來案件,PAYPAL *ASOSCOMLTD,,GENERAL,MALE,學生,20-25,21.4,台中市大雅區,英國,35314369001
1000001092,1,1700002329,31-Jan-17,5621,2.18695E+14,PAYPAL *ASOSCOMLTD,,V,國外,GB,35314369001,網路交易,16481,女裝,4,衣服配件,2017/1/3,7.自來案件,自來案件,PAYPAL *ASOSCOMLTD,,GENERAL,MALE,學生,20-25,21.4,台中市大雅區,英國,35314369001
1000000213,1,1700002331,31-Jan-17,5309,5017330,WORLD DUTY FREE,,V,國外,GB,HOUNSLOW,非網路交易,7079,免稅商店,1,旅遊消費,2016/12/19,5.分行開戶,其他分行,WORLD DUTY FREE,,GENERAL,MALE,金融/證券/保險業,36-40,39.6,桃園市桃園區,英國,HOUNSLOW
1000001362,1,1700002333,29-Jan-17,7994,9772089,STEAMGAMES.COM,,V,國外,GB,425-952-2985,網路交易,398,遊樂場所建置,9,娛樂嗜好,2017/1/4,7.自來案件,自來案件,STEAMGAMES.COM,,GENERAL,MALE,無業,26-30,25.9,新北市新莊區,英國,425-952-2985
1000000226,1,1700002335,31-Jan-17,5655,4.20429E+14,Nike Sawgrass,,V,國外,US,Sunrise,非網路交易,661,運動服飾,8,運動嗜好,2016/12/19,5.分行開戶,其他分行,Nike Sawgrass,,GENERAL,FEMALE,金融/證券/保險業,31-35,31.1,台北市內湖區,美國,Sunrise
1000000226,1,1700002337,31-Jan-17,5631,4.20429E+14,Tory Burch,,V,國外,US,Sunrise,非網路交易,6925,女用精品,4,衣服配件,2016/12/19,5.分行開戶,其他分行,Tory Burch,,GENERAL,FEMALE,金融/證券/保險業,31-35,31.1,台北市內湖區,美國,Sunrise
1000001640,1,1700002339,30-Jan-17,5964,5.6021E+12,AMAZON.CO.JP,,V,國外,JP,TOKYO,網路交易,2286,網路購物,21,電商網購,2017/1/5,7.自來案件,自來案件,AMAZON.CO.JP,,GENERAL,MALE,批發/零售業,36-40,36.8,新北市板橋區,日本,TOKYO
1000001422,1,1700002341,31-Jan-17,5411,SPAR0168,SPAR MAGYARORSZAG KFT,,V,國外,HU,BUDAPEST,非網路交易,485,超級市場,19,量販零售,2017/1/5,7.自來案件,自來案件,SPAR MAGYARORSZAG KFT,,GENERAL,MALE,學生,26-30,29.3,雲林縣虎尾鎮,匈牙利共和國,BUDAPEST
1000001422,1,1700002343,29-Jan-17,5969,2.38878E+14,ONAIR INTERNET SERVICE,,V,國外,US,514-282-5239,網路交易,31,其他直銷商戶,16,郵購,2017/1/5,7.自來案件,自來案件,ONAIR INTERNET SERVICE,,GENERAL,MALE,學生,26-30,29.3,雲林縣虎尾鎮,美國,514-282-5239
1000001758,1,1700002344,31-Jan-17,5735,2.10756E+14,ITUNES.COM/BILL,,V,國外,LU,ITUNES.COM,網路交易,2990,唱片,9,娛樂嗜好,2017/1/8,5.分行開戶,其他分行,ITUNES,,GENERAL,MALE,批發/零售業,26-30,26.3,花蓮縣吉安鄉,盧森堡,ITUNES.COM
1000001758,1,1700002346,31-Jan-17,5735,2.10756E+14,ITUNES.COM/BILL,,V,國外,LU,ITUNES.COM,網路交易,890,唱片,9,娛樂嗜好,2017/1/8,5.分行開戶,其他分行,ITUNES,,GENERAL,MALE,批發/零售業,26-30,26.3,花蓮縣吉安鄉,盧森堡,ITUNES.COM
1000001760,1,1700002348,30-Jan-17,5816,94613923,WWW.STEAMPOWERED.COM,,V,國外,LU,LUXEMBOURG,網路交易,920,數位網路娛樂,9,娛樂嗜好,2017/1/8,7.自來案件,自來案件,WWW.STEAMPOWERED.COM,,GENERAL,MALE,軍/警/公/教,31-35,33.5,新北市淡水區,盧森堡,LUXEMBOURG
1000001760,1,1700002350,29-Jan-17,7994,9772089,STEAMGAMES.COM,,V,國外,GB,425-952-2985,網路交易,1117,遊樂場所建置,9,娛樂嗜好,2017/1/8,7.自來案件,自來案件,STEAMGAMES.COM,,GENERAL,MALE,軍/警/公/教,31-35,33.5,新北市淡水區,英國,425-952-2985
1000001761,1,1700002352,31-Jan-17,7399,1.88834E+14,GOOGLE *DigiTalent,,V,國外,GB,g.co/payhelp#,網路交易,50,GooglePlay服務,20,科技金融服務,2017/1/8,7.自來案件,自來案件,GOOGLE *DigiTalent,,GENERAL,FEMALE,無業,26-30,26.3,金門縣金城鎮,英國,g.co/payhelp#
1000001761,1,1700002354,31-Jan-17,7399,1.88834E+14,GOOGLE *VISA0001,,V,國外,GB,g.co/payhelp#,網路交易,300,GooglePlay服務,20,科技金融服務,2017/1/8,7.自來案件,自來案件,GOOGLE *VISA0001,,GENERAL,FEMALE,無業,26-30,26.3,金門縣金城鎮,英國,g.co/payhelp#
1000000042,1,1700002356,29-Jan-17,7011,331159741,RUSUTSU KOUGEN HTL,,V,國外,JP,HOKKAIDO,非網路交易,4178,飯店住宿,1,旅遊消費,2016/12/19,1.員工開戶,員工開戶,RUSUTSU KOUGEN HTL,,STAFF,MALE,金融/證券/保險業,46-50,46.2,新北市林口區,日本,HOKKAIDO
1000001807,1,1700002358,31-Jan-17,4121,4.9875E+14,UBER TH FEB01 LNQU7 HELP.,,V,國外,NL,help.uber.com,網路交易,374,小型巴士計程車(含Uber),6,行,2017/1/9,7.自來案件,自來案件,UBER,,GENERAL,FEMALE,金融/證券/保險業,31-35,32.1,屏東縣屏東市,荷蘭,help.uber.com
1000001807,1,1700002360,31-Jan-17,5977,1.0001E+13,KARMAKAMET SHOP,,V,國外,TH,BANGKOK,非網路交易,890,化妝品店,12,美容,2017/1/9,7.自來案件,自來案件,KARMAKAMET SHOP,,GENERAL,FEMALE,金融/證券/保險業,31-35,32.1,屏東縣屏東市,泰國,BANGKOK
1000001807,1,1700002362,31-Jan-17,5499,2201395340,4523 BOOTS (BIG C RAJDAMR,,V,國外,TH,BANGKOK,非網路交易,359,速食店菜市場,3,食,2017/1/9,7.自來案件,自來案件,4523 BOOTS (BIG C RAJDAMR,,GENERAL,FEMALE,金融/證券/保險業,31-35,32.1,屏東縣屏東市,泰國,BANGKOK
1000000562,1,1700002364,31-Jan-17,780,10783284,LHSC,,V,國外,TH,BANGKOK,非網路交易,808,園藝服務,9,娛樂嗜好,2016/12/19,1.員工開戶,員工開戶,LHSC,,STAFF,FEMALE,金融/證券/保險業,41-45,42.8,台北市內湖區,泰國,BANGKOK
1000002046,1,1700002366,31-Jan-17,4816,1.75616E+14,PAYPAL *MOBILESOLUT,,V,國外,SG,4029357733,網路交易,123,網路金流服務,20,科技金融服務,2017/1/11,4.推薦開戶,SGM,PAYPAL *MOBILESOLUT,,SGM,FEMALE,退休/家管,46-50,48.6,高雄市三民區,新加坡,4029357733
1000002048,1,1700002368,31-Jan-17,4121,2.57916E+14,UBER BV,,V,國外,NL,800-592-8996,網路交易,185,小型巴士計程車(含Uber),6,行,2017/1/11,5.分行開戶,其他分行,UBER,,GENERAL,MALE,退休/家管,46-50,49.8,台北市內湖區,荷蘭,800-592-8996
1000002261,1,1700002370,31-Jan-17,5735,2.10756E+14,ITUNES.COM/BILL,,V,國外,LU,ITUNES.COM,網路交易,1560,唱片,9,娛樂嗜好,2017/1/20,7.自來案件,自來案件,ITUNES,,GENERAL,MALE,學生,20-25,23.4,新北市新店區,盧森堡,ITUNES.COM
1000002261,1,1700002372,31-Jan-17,7399,1.88834E+14,GOOGLE *HKNIE,,V,國外,GB,g.co/payhelp#,網路交易,210,GooglePlay服務,20,科技金融服務,2017/1/20,7.自來案件,自來案件,GOOGLE *HKNIE,,GENERAL,MALE,學生,20-25,23.4,新北市新店區,英國,g.co/payhelp#
1000002261,1,1700002374,31-Jan-17,5735,2.10756E+14,ITUNES.COM/BILL,,V,國外,LU,ITUNES.COM,網路交易,2390,唱片,9,娛樂嗜好,2017/1/20,7.自來案件,自來案件,ITUNES,,GENERAL,MALE,學生,20-25,23.4,新北市新店區,盧森堡,ITUNES.COM
1000002261,1,1700002376,31-Jan-17,7399,1.88834E+14,GOOGLE *HKNIE,,V,國外,GB,g.co/payhelp#,網路交易,520,GooglePlay服務,20,科技金融服務,2017/1/20,7.自來案件,自來案件,GOOGLE *HKNIE,,GENERAL,MALE,學生,20-25,23.4,新北市新店區,英國,g.co/payhelp#
1000002261,1,1700002378,31-Jan-17,7399,1.88834E+14,GOOGLE *HKNIE,,V,國外,GB,g.co/payhelp#,網路交易,210,GooglePlay服務,20,科技金融服務,2017/1/20,7.自來案件,自來案件,GOOGLE *HKNIE,,GENERAL,MALE,學生,20-25,23.4,新北市新店區,英國,g.co/payhelp#
1000002261,1,1700002380,31-Jan-17,5735,2.10756E+14,ITUNES.COM/BILL,,V,國外,LU,ITUNES.COM,網路交易,940,唱片,9,娛樂嗜好,2017/1/20,7.自來案件,自來案件,ITUNES,,GENERAL,MALE,學生,20-25,23.4,新北市新店區,盧森堡,ITUNES.COM
1000002261,1,1700002382,31-Jan-17,5735,2.10756E+14,ITUNES.COM/BILL,,V,國外,LU,ITUNES.COM,網路交易,1190,唱片,9,娛樂嗜好,2017/1/20,7.自來案件,自來案件,ITUNES,,GENERAL,MALE,學生,20-25,23.4,新北市新店區,盧森堡,ITUNES.COM
1000002261,1,1700002384,31-Jan-17,7399,1.88834E+14,GOOGLE *HKNIE,,V,國外,GB,g.co/payhelp#,網路交易,520,GooglePlay服務,20,科技金融服務,2017/1/20,7.自來案件,自來案件,GOOGLE *HKNIE,,GENERAL,MALE,學生,20-25,23.4,新北市新店區,英國,g.co/payhelp#
1000002261,1,1700002386,31-Jan-17,7399,1.88834E+14,GOOGLE *HKNIE,,V,國外,GB,g.co/payhelp#,網路交易,520,GooglePlay服務,20,科技金融服務,2017/1/20,7.自來案件,自來案件,GOOGLE *HKNIE,,GENERAL,MALE,學生,20-25,23.4,新北市新店區,英國,g.co/payhelp#
1000000912,1,1700002404,26-Jan-17,5331,3.1466E+14,ESQUARE,,V,國外,JP,EHIME,網路交易,4595,電商服務,21,電商網購,2017/1/3,7.自來案件,自來案件,ESQUARE,,GENERAL,MALE,無業,26-30,26.3,宜蘭縣壯圍鄉,日本,EHIME
1000000912,1,1700002407,25-Jan-17,5977,3.13879E+14,KATEINOTATSUJIN,,V,國外,JP,TOKYO,網路交易,6135,化妝品店,12,美容,2017/1/3,7.自來案件,自來案件,KATEINOTATSUJIN,,GENERAL,MALE,無業,26-30,26.3,宜蘭縣壯圍鄉,日本,TOKYO
1000001356,1,1700002409,26-Jan-17,5331,101693243,FU BANG,富邦育樂股份有限公司,V,國內,TW,TAIPEI CITY,網路交易,1577,電商服務,21,電商網購,2017/1/4,7.自來案件,自來案件,富邦育樂股份有限公司,,GENERAL,MALE,金融/證券/保險業,26-30,28,台中市豐原區,台灣,台北市
1000000798,1,1700002420,1-Feb-17,5309,1400100248,SHEN HENG CHANG 00248,昇恒昌（股）公司桃園免稅店分公司,V,國內,TW,TAOYUAN CITY,非網路交易,1660,免稅商店,1,旅遊消費,2017/1/3,7.自來案件,自來案件,昇恒昌,,GENERAL,MALE,金融/證券/保險業,26-30,28.2,嘉義市東區,台灣,桃園市
1000000798,1,1700002421,1-Feb-17,5309,1400100248,SHEN HENG CHANG 00248,昇恒昌（股）公司桃園免稅店分公司,V,國內,TW,TAOYUAN CITY,非網路交易,280,免稅商店,1,旅遊消費,2017/1/3,7.自來案件,自來案件,昇恒昌,,GENERAL,MALE,金融/證券/保險業,26-30,28.2,嘉義市東區,台灣,桃園市
1000001319,1,1700002422,1-Feb-17,5309,1400100277,TTL  00277,台灣菸酒股份有限公司桃園國際機場免稅商店,V,國內,TW,TAOYUAN CITY,非網路交易,1800,免稅商店,1,旅遊消費,2017/1/4,7.自來案件,自來案件,台灣菸酒股份有限公司桃園國際機場免稅商店,,GENERAL,MALE,專業人員-律師/會計師,46-50,49.3,台南市安南區,台灣,桃園市
1000001661,1,1700002423,2-Feb-17,5411,1101100419,YUAN BAI 00419,愛買　基隆店,V,國內,TW,KEELUNG,非網路交易,2151,超級市場,19,量販零售,2017/1/6,7.自來案件,自來案件,愛買　基隆店,,GENERAL,MALE,軍/警/公/教,31-35,33.7,基隆市中正區,台灣,其他
1000000319,1,1700002424,1-Feb-17,5331,100835001,91APP(Mobile Commerce),行動購物－９１ＡＰＰ提供服務,V,國內,TW,TAIPEI CITY,網路交易,2079,電商服務,21,電商網購,2016/12/19,1.員工開戶,員工開戶,91APP,９１ＡＰＰ提供服務,STAFF,FEMALE,金融/證券/保險業,46-50,45.7,新北市新莊區,台灣,台北市
1000000396,1,1700002425,2-Feb-17,5999,103003393,"TEN REN TEA CO.,LTD  0339",天仁茶業股份有限公司喫茶趣內湖一店分公司,V,國內,TW,TAIPEI CITY,非網路交易,882,其他專門零售店,22,未歸類,2016/12/19,1.員工開戶,員工開戶,天仁茶業股份有限公司喫茶趣內湖一店分公司,,STAFF,FEMALE,金融/證券/保險業,46-50,49,台北市內湖區,台灣,台北市
1000000588,1,1700002426,1-Feb-17,7011,1508200187,Magic Motel,Ｍａｇｉｃ　Ｍｏｔｅｌ,V,國內,TW,HSINCHU,非網路交易,800,飯店住宿,1,旅遊消費,2016/12/19,1.員工開戶,員工開戶,Ｍａｇｉｃ　Ｍｏｔｅｌ,,STAFF,MALE,金融/證券/保險業,31-35,33.2,台北市內湖區,台灣,新竹市
1000000412,1,1700002427,16-Jan-17,8043,1318110398,SHIN SHU SHR,新舒視眼鏡行,V,國內,TW,NEW TAIPEI CI,非網路交易,2500,光學產品、眼鏡店,14,醫療,2016/12/19,1.員工開戶,員工開戶,新舒視眼鏡行,,STAFF,MALE,金融/證券/保險業,46-50,46.4,新北市板橋區,台灣,新北市
1000000572,1,1700002428,1-Feb-17,5977,4217407678,ETUDE HOUSE  07678,ＥＴＵＤＥ　ＨＯＵＳＥ逢甲,V,國內,TW,TAICHUNG CITY,非網路交易,1300,化妝品店,12,美容,2016/12/19,1.員工開戶,員工開戶,ＥＴＵＤＥ　ＨＯＵＳＥ逢甲,,STAFF,FEMALE,金融/證券/保險業,36-40,37.6,台中市沙鹿區,台灣,台中市
1000000892,1,1700002429,1-Feb-17,4814,101665051,For Fastans Telecommting,遠傳電信語音儲值（行動會員卡）,V,國內,TW,TAIPEI CITY,網路交易,500,傳真通訊,11,3C消費,2017/1/3,7.自來案件,自來案件,遠傳電信,,GENERAL,FEMALE,餐飲服務/旅遊休閒業,31-35,33,新竹市香山區,台灣,台北市
1000000962,1,1700002430,1-Feb-17,5311,1401003002,GLORIA OUTLET,ＧＬＯＲＩＡ　ＯＵＴＬＥＴ,V,國內,TW,TAOYUAN CITY,非網路交易,4790,百貨商店,2,百貨公司,2017/1/3,5.分行開戶,其他分行,華泰名品城,,GENERAL,FEMALE,資訊科技業,51-55,50.1,新北市永和區,台灣,桃園市
1000000962,1,1700002431,1-Feb-17,5311,1401003002,GLORIA OUTLET,ＧＬＯＲＩＡ　ＯＵＴＬＥＴ,V,國內,TW,TAOYUAN CITY,非網路交易,2322,百貨商店,2,百貨公司,2017/1/3,5.分行開戶,其他分行,華泰名品城,,GENERAL,FEMALE,資訊科技業,51-55,50.1,新北市永和區,台灣,桃園市
1000001002,1,1700002432,1-Feb-17,5311,100801518,PChome,ＰＣｈｏｍｅ１,V,國內,TW,TAIPEI CITY,網路交易,2980,百貨商店,2,百貨公司,2017/1/3,1.員工開戶,員工開戶,PCHOME,,STAFF,MALE,金融/證券/保險業,36-40,39.4,新竹縣竹北市,台灣,台北市
1000001002,1,1700002433,1-Feb-17,5311,100801518,PChome,ＰＣｈｏｍｅ１,V,國內,TW,TAIPEI CITY,網路交易,1258,百貨商店,2,百貨公司,2017/1/3,1.員工開戶,員工開戶,PCHOME,,STAFF,MALE,金融/證券/保險業,36-40,39.4,新竹縣竹北市,台灣,台北市
1000000061,1,1700002434,1-Feb-17,5311,100801518,PChome,ＰＣｈｏｍｅ１,V,國內,TW,TAIPEI CITY,網路交易,1209,百貨商店,2,百貨公司,2016/12/19,1.員工開戶,員工開戶,PCHOME,,STAFF,FEMALE,金融/證券/保險業,46-50,45.4,台北市內湖區,台灣,台北市
1000001117,1,1700002435,2-Feb-17,5812,107007019,FU YU 07019,西雅圖極品咖啡－榮星紅樓店,V,國內,TW,TAIPEI CITY,非網路交易,130,餐廳,3,食,2017/1/3,5.分行開戶,其他分行,西雅圖極品咖啡－,榮星紅樓店,GENERAL,MALE,學生,20-25,21.8,台北市松山區,台灣,台北市
1000001117,1,1700002436,2-Feb-17,5311,101014111,RUEN TAI SHIU DU 14111,潤泰旭展股份有限公司,V,國內,TW,TAIPEI CITY,非網路交易,380,百貨商店,2,百貨公司,2017/1/3,5.分行開戶,其他分行,CITYLINK,,GENERAL,MALE,學生,20-25,21.8,台北市松山區,台灣,台北市
1000001117,1,1700002437,2-Feb-17,5812,105900376,RUEN TAI SHIU DU 00376,潤泰旭展股份有限公司,V,國內,TW,TAIPEI CITY,非網路交易,790,餐廳,3,食,2017/1/3,5.分行開戶,其他分行,CITYLINK,,GENERAL,MALE,學生,20-25,21.8,台北市松山區,台灣,台北市
1000001165,1,1700002438,1-Feb-17,5311,4201004370,PARK LANE BY CMP 04370,勤美　誠品綠園道,V,國內,TW,TAICHUNG CITY,非網路交易,350,百貨商店,2,百貨公司,2017/1/3,7.自來案件,自來案件,勤美　誠品綠園道,,GENERAL,MALE,學生,20-25,24.7,台北市大安區,台灣,台中市
1000000196,1,1700002439,2-Feb-17,5712,109015582,IKEA   15582,ＩＫＥＡ宜家家居－敦北店,V,國內,TW,TAIPEI CITY,非網路交易,334,傢俱店,10,家庭支出,2016/12/19,1.員工開戶,員工開戶,IKEA,敦北店,STAFF,FEMALE,金融/證券/保險業,31-35,34.2,台北市內湖區,台灣,台北市
1000000355,1,1700002440,2-Feb-17,5812,1305900097,SAN SHIN  00097,三新奧特萊斯股份有限公司,V,國內,TW,NEW TAIPEI CI,非網路交易,50,餐廳,3,食,2016/12/19,1.員工開戶,員工開戶,林口三井Outlet,,STAFF,MALE,金融/證券/保險業,36-40,37.8,新北市林口區,台灣,新北市
1000001243,1,1700002441,1-Feb-17,5942,100800092,"BOOK.COM.CO,LTD",博客來數位科技股份有限公司,V,國內,TW,TAIPEI CITY,網路交易,320,書店,7,文教,2017/1/4,2.薪轉開發,薪轉開發,博客來,,PAYROLL,MALE,製造/營造業,36-40,36.7,台北市大安區,台灣,台北市
1000000648,1,1700002442,1-Feb-17,5812,1405900111,GLORIA OUTLET,ＧＬＯＲＩＡ　ＯＵＴＬＥＴ,V,國內,TW,TAOYUAN CITY,非網路交易,190,餐廳,3,食,2016/12/19,5.分行開戶,其他分行,華泰名品城,,GENERAL,MALE,金融/證券/保險業,26-30,27.2,屏東縣潮州鎮,台灣,桃園市
1000000648,1,1700002443,1-Feb-17,5311,1401003002,GLORIA OUTLET,ＧＬＯＲＩＡ　ＯＵＴＬＥＴ,V,國內,TW,TAOYUAN CITY,非網路交易,686,百貨商店,2,百貨公司,2016/12/19,5.分行開戶,其他分行,華泰名品城,,GENERAL,MALE,金融/證券/保險業,26-30,27.2,屏東縣潮州鎮,台灣,桃園市
1000000648,1,1700002444,1-Feb-17,5311,1401000063,FAR EASTERN DEPT.-TAO YUA,遠東百貨桃園分公司,V,國內,TW,TAOYUAN CITY,非網路交易,990,百貨商店,2,百貨公司,2016/12/19,5.分行開戶,其他分行,遠東百貨,,GENERAL,MALE,金融/證券/保險業,26-30,27.2,屏東縣潮州鎮,台灣,桃園市
1000000480,1,1700002445,1-Feb-17,5411,1301101619,WELLCOME-01619,頂好Ｗｅｌｌｃｏｍｅ秀朗陽店,V,國內,TW,NEW TAIPEI CI,非網路交易,143,超級市場,19,量販零售,2016/12/19,1.員工開戶,員工開戶,頂好Ｗｅｌｌｃｏｍｅ秀朗陽店,,STAFF,FEMALE,金融/證券/保險業,26-30,29.3,台北市內湖區,台灣,新北市
1000000041,1,1700002446,1-Feb-17,5812,1505900023,FAR EASTERN DEPT.SOTRES 0,新竹ＦＥ２１　ＭｅｇＡ大遠百（餐廳）,V,國內,TW,HSINCHU,非網路交易,1403,餐廳,3,食,2016/12/19,1.員工開戶,員工開戶,遠東百貨,,STAFF,FEMALE,金融/證券/保險業,46-50,48.8,新竹縣竹北市,台灣,新竹市
1000000041,1,1700002447,1-Feb-17,5311,1501000051,FAR EASTERN DEPT.-HSIN CH,新竹ＦＥ２１’　ＭｅｇＡ大遠百,V,國內,TW,HSINCHU,非網路交易,1794,百貨商店,2,百貨公司,2016/12/19,1.員工開戶,員工開戶,遠東百貨,,STAFF,FEMALE,金融/證券/保險業,46-50,48.8,新竹縣竹北市,台灣,新竹市
1000000400,1,1700002448,2-Feb-17,5732,1310009961,TSAN KUEN  09961,燦坤３Ｃ新莊店,V,國內,TW,NEW TAIPEI CI,非網路交易,28500,家電,11,3C消費,2016/12/19,1.員工開戶,員工開戶,燦坤３Ｃ,,STAFF,FEMALE,金融/證券/保險業,46-50,48.8,新北市五股區,台灣,新北市
1000000676,1,1700002449,1-Feb-17,5411,101101554,WELCOME,頂好Ｗｅｌｌｃｏｍｅ仁愛店,V,國內,TW,TAIPEI CITY,非網路交易,1131,超級市場,19,量販零售,2016/12/19,1.員工開戶,員工開戶,頂好Ｗｅｌｌｃｏｍｅ仁愛店,,STAFF,FEMALE,金融/證券/保險業,31-35,34.3,台北市內湖區,台灣,台北市
1000000314,1,1700002450,31-Jan-17,5331,100810785,YAHOO 10785,雅虎奇摩購物中心,V,國內,TW,TAIPEI CITY,網路交易,36900,電商服務,21,電商網購,2016/12/19,1.員工開戶,員工開戶,YAHOO,,GENERAL,MALE,金融/證券/保險業,46-50,48.6,台南市安平區,台灣,台北市
1000000115,1,1700002451,1-Feb-17,5814,104200691,Fani Burger,商邦餐飲有限公司,V,國內,TW,TAIPEI CITY,非網路交易,748,速食餐廳,3,食,2016/12/19,1.員工開戶,員工開戶,商邦餐飲有限公司,,STAFF,MALE,金融/證券/保險業,41-45,43.5,台北市士林區,台灣,台北市
1000000055,1,1700002452,2-Feb-17,5499,101417988,COSMED 17988,康是美生活藥妝店－臥龍門市,V,國內,TW,TAIPEI CITY,非網路交易,864,速食店菜市場,3,食,2016/12/19,1.員工開戶,員工開戶,康是美生活藥妝店－,臥龍門市,STAFF,FEMALE,金融/證券/保險業,46-50,45.8,台北市大安區,台灣,台北市
1000000055,1,1700002453,2-Feb-17,5499,101417988,COSMED 17988,康是美生活藥妝店－臥龍門市,V,國內,TW,TAIPEI CITY,非網路交易,276,速食店菜市場,3,食,2016/12/19,1.員工開戶,員工開戶,康是美生活藥妝店－,臥龍門市,STAFF,FEMALE,金融/證券/保險業,46-50,45.8,台北市大安區,台灣,台北市
1000000055,1,1700002454,2-Feb-17,5499,101417988,COSMED 17988,康是美生活藥妝店－臥龍門市,V,國內,TW,TAIPEI CITY,非網路交易,350,速食店菜市場,3,食,2016/12/19,1.員工開戶,員工開戶,康是美生活藥妝店－,臥龍門市,STAFF,FEMALE,金融/證券/保險業,46-50,45.8,台北市大安區,台灣,台北市
1000001386,1,1700002455,2-Feb-17,5499,1301425340,COSMED 25340,康是美生活藥妝店－新和運門市,V,國內,TW,NEW TAIPEI CI,非網路交易,399,速食店菜市場,3,食,2017/1/4,5.分行開戶,其他分行,康是美生活藥妝店－,新和運門市,GENERAL,FEMALE,金融/證券/保險業,26-30,29.1,台北市內湖區,台灣,新北市
